word	Part.of.Speech	Freq.Norm
gönüldaşlık	noun	0.005
gönülden	noun	0.531
gönüldeş	noun	0.019
gönüllen	verb	0.014
gönüllü	adj	45.896
gönüllüce	adj	0.008
gönüllülük	noun	0.03
gönülsüz	adj	0.041
gönülsüzce	adv	0.005
gönülsüzlük	noun	0.005
gönültaş	noun	2.754
gönye	noun	0.405
gör	verb	2408.681
göral	noun	0.397
görbil	noun	0.035
gördek	noun	0.003
gördes	noun	0.873
göre	postp	1709.832
görece	adj	13.789
görececilik	noun	0.005
göreceli	adj	2.593
görecelik	noun	0.073
göreci	noun	0.079
görele	noun	0.77
göreli	adj	6.119
görelik	noun	0.073
görelilik	noun	0.242
görenek	noun	4.008
görenekçi	noun	0.011
göreneksel	adj	0.033
göresi	verb	0.098
görev	noun	1179.759
görevdaş	adj	0.019
görevlen	verb	0.005
görevli	noun	0.354
görevsel	adj	0.09
görez	noun	0.063
görgü	noun	17.354
görgücülük	noun	0.005
görgüç	noun	0.109
görgülen	verb	0.005
görgülü	adj	0.256
görgün	noun	2.539
görgünay	noun	0.003
görgüsüz	adj	0.063
görk	noun	0.294
görkem	noun	25.726
görkemli	noun	0.068
görker	noun	0.014
görkey	noun	0.433
görkmen	noun	0.057
görme	noun	29.905
görmemezlik	noun	0.005
görmemiş	adj	6.495
görmez	adj	20.377
görmezlik	noun	0.022
görmüş	adj	0.449
görmüşlük	noun	0.19
görsel	adj	44.9
görsev	noun	2.182
görü	noun	13.569
görücü	noun	2.936
görülmemiş	adj	0.054
görüm	noun	0.539
görümce	noun	0.748
görümlük	noun	0.005
görümsetme	noun	0.011
görün	verb	309.028
görünge	noun	0.027
görüngü	noun	0.185
görünmez	adj	5.208
görüntü	noun	264.131
görüntüle	verb	66.12
görüntüleyici	noun	0.204
görüntüsel	adj	0.122
görünüm	noun	75.882
görünümlü	adj	0.106
görünür	adj	20.309
görünürde	adv	0.041
görünürlerde	adv	0.003
görünürlük	noun	0.063
görünüş	noun	0.381
görüş	noun	525.859
görüşlü	adj	0.054
görüşme	noun	533.447
görüşmeci	noun	0.365
görüşmecilik	noun	0.005
göster	verb	1380.619
gösteren	noun	0.46
gösterge	noun	103.39
gösteri	noun	193.141
gösterici	noun	0.152
göstericilik	noun	0.003
gösterilen	noun	0.196
gösteriliş	noun	0.054
gösterim	noun	53.601
gösteriş	noun	0.141
gösterişçi	noun	0.049
gösterişli	adj	0.005
gösterme	noun	1.428
göstermeci	noun	0.065
göstermelik	noun	2.492
göt	noun	1.608
göteborg	noun	1.984
götür	verb	269.115
götürü	adj	2.076
götürücü	adj	0.022
götürüm	noun	0.014
götürüş	noun	0.005
gövde	noun	29.72
gövdelen	verb	0.003
gövdeli	adj	0.024
gövdesel	adj	0.174
gövek	noun	0.011
gövel	adj	0.049
gövem	noun	0.011
göver	verb	0.06
göveri	noun	0.005
göy	verb	0.024
göymen	noun	0.218
göynü	verb	0.024
göynük	noun	1.099
göyük	noun	0.003
göyünç	noun	0.054
göz	noun	942.246
gözal	noun	0.03
gözalan	noun	0.234
gözalt	noun	111.743
gözaltı	noun	14.619
gözay	noun	0.18
gözaydın	noun	0.658
gözcü	noun	2.677
gözcülük	noun	0.03
gözdağ	noun	6.002
gözde	adj	24.45
göze	noun	1.921
gözeli	adj	0.003
gözem	noun	0.03
gözenç	noun	0.011
gözene	noun	0.014
gözenek	noun	2.008
gözenekli	adj	0.011
gözer	noun	0.049
gözet	verb	33.603
gözetici	noun	0.019
gözetim	noun	31.102
gözetle	verb	8.742
gözetleyici	noun	0.03
gözetmen	noun	0.852
gözetmenlik	noun	0.016
gözgü	noun	0.06
gözle	verb	84.755
gözleği	noun	0.003
gözlem	noun	79.686
gözlemci	noun	0.237
gözlemcilik	noun	0.019
gözleme	noun	1.671
gözlemeci	noun	0.044
gözlemev	noun	2.158
gözlemle	verb	27.682
gözleyici	noun	0.027
gözlü	adj	3.564
gözlük	noun	18.42
gözlükçü	noun	0.226
gözlükçülük	noun	0.003
gözlüklü	adj	0.095
gözsüz	adj	0.008
göztepe	noun	33.763
gözüaçık	noun	0.049
gözük	verb	78.949
gözütok	noun	0.272
gözüyaşlı	noun	0.071
gözyaş	noun	48.625
gp	noun	7.839
gprs	noun	4.383
gps	noun	3.162
graben	noun	0.226
grado	noun	0.25
grafik	noun	50.728
grafit	noun	1.203
grafolog	noun	0.014
grafoloji	noun	0.131
grafolojik	adj	0.008
graham	noun	4.405
gram	noun	33.189
gramaj	noun	0.756
gramatikal	adj	0.03
gramer	noun	4.4
gramerci	noun	0.022
grammy	noun	3.363
gramofon	noun	0.988
grand	noun	34.457
grandi	noun	0.237
grandük	noun	0.063
granit	noun	2.862
grant	noun	4.587
granül	noun	0.751
gravür	noun	2.446
gravürcü	noun	0.019
gravyer	noun	0.294
green	noun	7.583
greenpeace	noun	5.692
grek	noun	1.347
grekçe	noun	0.31
grekoromen	noun	4.898
gren	noun	3.379
grena	noun	0.286
gres	noun	0.218
grev	noun	38.955
grevci	noun	0.199
greyder	noun	0.909
greyderci	noun	0.003
greyfurt	noun	2.288
gri	adj	7.918
griffith	noun	0.811
gril	noun	0.103
grimsi	adj	0.163
grip	noun	75.743
gripli	adj	0.008
grizu	noun	1.045
grogi	noun	0.016
grosa	noun	0.008
groston	noun	0.547
grostonluk	adj	0.076
grotesk	noun	0.677
group	noun	14.84
grozni	noun	2.019
grönland	noun	0.974
grup	noun	1026.691
grupla	verb	2.185
gs	noun	12.287
gsgm	noun	3.148
gsm	noun	29.135
gsmh	noun	18.695
gsyh	noun	1.189
guaj	noun	0.21
guano	noun	0.073
guarani	noun	0.065
guardian	noun	16.211
guatemala	noun	1.594
guatemalalı	noun	0.063
guatr	noun	2.52
gucur	dup	0.044
gudde	noun	0.144
gudubet	adj	0.068
gufran	noun	0.071
guguk	noun	1.116
gugukgiller	noun	0.003
guguklu	noun	0.003
gulaş	noun	0.185
gulden	noun	0.207
gulet	noun	0.577
gulgule	noun	0.035
gulyabani	noun	0.327
gurbet	noun	19.506
gurbetçi	noun	0.12
gurk	noun	0.09
gurla	verb	0.005
gurme	noun	2.544
guru	noun	3.896
gurulda	verb	0.188
gurultu	noun	0.28
gurup	noun	14.905
gurur	noun	74.761
gururlan	verb	2.03
gururlu	adj	0.471
guslet	verb	0.204
gusto	noun	0.846
gusül	noun	1.535
gusülhane	noun	0.03
guşa	noun	0.003
gut	noun	1.031
guvernör	noun	0.71
guy	noun	5.126
gü	noun	1.075
gübre	noun	14.766
gübrele	verb	1.665
gübrelik	noun	0.008
gücal	noun	0.016
gücalp	noun	0.003
gücel	noun	0.065
gücen	verb	2.492
gücenik	adj	0.101
gücer	noun	0.035
gücü	noun	0.128
gücük	noun	0.06
gücün	adv	0.005
güç	noun	1169.76
güçal	noun	0.035
güçalp	noun	0.005
güçel	noun	0.016
güçhan	noun	0.166
güçkan	noun	0.234
güçlen	verb	3.619
güçleniş	noun	0.005
güçlü	adj	1.45
güçlüer	noun	0.133
güçlühan	noun	0.011
güçlük	noun	32.996
güçlükle	adv	0.003
güçlükonak	noun	0.291
güçlülük	noun	0.011
güçlütürk	noun	0.068
güçmen	noun	0.003
güçsan	noun	0.008
güçsel	noun	0.027
güçsüz	adj	0.033
güçsüzlük	noun	0.005
güçyener	noun	0.005
güçyeter	noun	0.005
güdek	noun	0.041
güdele	verb	0.008
güder	noun	0.609
güderi	adj	0.076
güdü	noun	5.608
güdücü	noun	0.112
güdük	adj	1.94
güdüklük	noun	0.022
güdül	noun	0.305
güdüle	verb	1.475
güdülenme	noun	0.005
güdüm	noun	7.148
güdümle	verb	0.237
güfte	noun	0.939
güfteci	noun	0.014
güğüm	noun	0.275
güher	noun	0.805
güherçile	noun	0.152
gül	verb	162.798
gülabdan	noun	0.098
gülaç	noun	0.038
gülaçtı	noun	0.035
gülal	noun	0.114
gülan	noun	1.069
gülara	noun	0.063
gülay	noun	15.038
gülaydın	noun	0.095
gülayım	noun	0.005
gülayşe	noun	0.166
gülbağ	noun	0.093
gülbahar	noun	3.319
gülbank	noun	0.19
gülbanu	noun	0.019
gülbay	noun	0.158
gülbeden	noun	0.016
gülbek	noun	0.008
gülben	noun	17.936
gülbende	noun	0.014
gülbeniz	noun	0.005
gülberk	noun	0.128
gülbeşeker	noun	0.03
gülbey	noun	0.06
gülbeyaz	noun	2.498
gülbeyi	noun	0.128
gülbin	noun	0.773
gülbitti	noun	0.024
gülbiz	noun	0.471
gülboy	noun	0.046
gülbu	noun	0.005
gülbün	noun	0.033
gülcan	noun	2.313
gülcanan	noun	0.005
gülce	noun	0.381
gülcemal	noun	0.19
gülcihan	noun	0.229
gülcü	noun	0.06
gülcülük	noun	0.003
gülçe	noun	0.596
gülçehre	noun	0.011
gülçiçek	noun	0.607
gülçimen	noun	0.087
gülçin	noun	4.601
gülçün	noun	0.014
güldağ	noun	0.117
güldal	noun	3.717
güldalı	noun	0.106
güldan	noun	0.035
güldane	noun	0.531
güldehan	noun	0.005
güldehen	noun	0.008
güldem	noun	0.378
güldemet	noun	0.011
gülden	noun	3.951
güldeniz	noun	0.22
güldenur	noun	0.005
gülder	noun	0.024
gülderen	noun	0.789
güldeste	noun	0.128
güldoğan	noun	0.204
güldünya	noun	1.603
güldüren	noun	0.433
güldürü	noun	2.547
güldürücü	adj	0.073
gülece	noun	0.011
gülecen	adj	0.027
güleç	noun	3.075
güleçer	noun	0.005
güleda	noun	0.011
gülefşan	noun	0.003
gülek	noun	2.152
gülel	noun	1.159
gülen	noun	27.772
gülenay	noun	0.278
gülendam	noun	0.435
gülender	noun	0.057
gülener	noun	0.226
gülengül	noun	0.18
gülensoy	noun	0.25
güler	noun	71.093
güleray	noun	0.016
gülercan	noun	0.057
güleren	noun	0.128
gülergün	noun	0.022
gülerman	noun	0.144
gülersin	noun	0.057
gülertan	noun	0.016
güleryüz	noun	5.926
gülesen	noun	0.046
güleser	noun	0.063
gülesin	noun	0.335
gülev	noun	0.022
gülfem	noun	0.403
gülfer	noun	0.087
gülfeza	noun	0.016
gülfidan	noun	0.237
gülgen	noun	0.182
gülgez	noun	0.038
gülgiller	noun	0.158
gülgonca	noun	0.003
gülgönül	noun	0.03
gülgûn	noun	0.122
gülgün	noun	1.126
gülgüzel	noun	0.033
gülhan	noun	2.473
gülhane	noun	3.717
gülhanım	noun	0.199
gülhatmi	noun	0.027
gülhatun	noun	0.011
gülhayat	noun	0.003
gülhiz	noun	0.003
gülibrişim	noun	0.038
gülipek	noun	0.008
gülistan	noun	3.058
güliz	noun	0.555
gülizar	noun	7.888
gülkan	noun	0.171
gülkız	noun	0.041
gülkuru	noun	0.022
gülkurusu	adj	0.079
güllabi	noun	0.027
güllabici	noun	0.019
güllaç	noun	0.928
gülle	noun	2.209
gülleci	noun	0.052
güllü	adj	0.482
güllühan	noun	0.003
güllük	noun	0.18
güllüşah	noun	0.133
gülme	noun	1.717
gülmece	noun	4.166
gülmen	noun	0.316
gülmüş	noun	0.016
gülnar	noun	0.694
gülnare	noun	0.003
gülnaz	noun	0.933
gülnihal	noun	0.604
gülnur	noun	0.658
gülnuş	noun	0.065
gülören	noun	0.041
gülöz	noun	0.003
gülpembe	noun	0.335
gülperi	noun	0.174
gülrenk	noun	0.005
gülriz	noun	1.409
gülru	noun	0.18
gülruh	noun	0.014
gülsan	noun	0.288
gülsay	noun	0.003
gülsefa	noun	0.019
gülsel	noun	0.087
gülseli	noun	0.128
gülsema	noun	0.011
gülsemin	noun	0.019
gülsen	noun	1.358
gülser	noun	0.928
gülseren	noun	4.522
gülserim	noun	0.003
gülsev	noun	0.054
gülseven	noun	0.514
gülsever	noun	0.139
gülsevi	noun	0.019
gülsevil	noun	0.033
gülsevin	noun	0.122
gülsezer	noun	0.014
gülsima	noun	0.435
gülsoy	noun	0.849
gülsu	noun	0.087
gülsuna	noun	0.005
gülsüm	noun	3.964
gülsüme	noun	0.038
gülsün	noun	4.356
gülşad	noun	0.005
gülşah	noun	3.79
gülşahin	noun	0.008
gülşan	noun	0.403
gülşehri	noun	0.057
gülşeker	noun	0.005
gülşen	noun	11.656
gültaç	noun	0.106
gültan	noun	0.063
gültane	noun	0.014
gültaş	noun	2.615
gültaze	noun	0.008
gültek	noun	0.098
gültekin	noun	8.059
gülten	noun	3.638
gültepe	noun	2.237
gülter	noun	0.076
gültop	noun	0.008
gülücük	noun	3.004
gülük	noun	0.103
gülüm	noun	5.458
gülümse	verb	44.116
gülümser	adj	2.884
gülümseyiş	noun	0.068
gülünç	adj	6.544
gülünçlük	noun	0.046
gülüstü	noun	0.022
gülüş	verb	4.4
gülüt	noun	0.054
gülver	noun	0.03
gülveren	noun	0.199
gülyüz	noun	0.269
gülzar	noun	0.332
gülzemin	noun	0.033
güm	noun	2.198
güman	noun	0.09
gümbür	dup	4.557
gümbürde	verb	0.498
gümbürtü	noun	1.276
gümbürtülü	adj	0.003
güme	noun	0.74
gümle	verb	0.245
gümrah	adj	0.248
gümrük	noun	111.855
gümrükçü	noun	0.743
gümrükçüoğlu	noun	1.061
gümrükle	verb	1.964
gümrüklü	adj	0.003
gümül	noun	0.487
gümüş	noun	51.52
gümüşçü	noun	0.046
gümüşçülük	noun	0.005
gümüşgöz	adj	0.041
gümüşhacıköy	noun	0.201
gümüşhane	noun	8.62
gümüşi	noun	0.37
gümüşle	verb	0.076
gümüşlü	adj	0.011
gümüşpala	noun	0.732
gümüşsuyu	noun	1.684
gümüşsü	adj	0.038
gümüşsüz	adj	0.003
gümüştekin	noun	0.506
gümüşümsü	adj	0.008
gün	noun	2767.71
günaç	noun	0.014
günah	noun	39.523
günahkar	adj	3.543
günahlı	adj	0.024
günahsız	adj	0.052
günak	noun	0.914
günal	noun	2.408
günalan	noun	0.185
günalp	noun	0.226
günaltan	noun	0.008
günaltay	noun	0.707
günan	noun	0.095
günana	noun	0.065
günaşırı	adv	0.305
günay	noun	19.079
günaydın	noun	11.713
günbay	noun	0.427
günbegün	adv	0.724
günbek	noun	0.008
günberi	noun	0.057
günbey	noun	0.166
günce	noun	6.092
güncel	adj	62.09
güncelik	noun	0.03
güncelle	verb	89.756
güncellik	noun	0.065
günçe	noun	0.196
günçiçek	noun	0.005
gündal	noun	0.014
gündaş	noun	0.084
günday	noun	2.141
gündelik	adj	12.57
gündelikçi	noun	0.15
gündem	noun	439.724
gündemir	noun	0.19
günden	noun	0.016
gündeniz	noun	0.016
günder	noun	0.09
gündeş	noun	12.17
gündoğan	noun	2.171
gündoğar	noun	0.288
gündoğdu	noun	7.208
gündoğmuş	noun	0.531
gündöndü	noun	0.06
gündüz	noun	53.598
gündüzalp	noun	0.237
gündüzbey	noun	0.041
gündüzki	adj	0.027
gündüzleri	adv	4.655
gündüzlü	adj	0.016
gündüzün	adv	0.863
günebakan	noun	0.327
güneç	noun	0.117
günel	noun	1.671
güner	noun	11.466
güneral	noun	0.016
güneralp	noun	0.008
güneren	noun	0.019
günergin	noun	0.008
güneri	noun	3.929
günerkan	noun	0.033
günerman	noun	0.003
güneş	noun	243.841
güneşen	noun	0.005
güneşhan	noun	0.022
güneşle	verb	4.016
güneşlen	verb	1.072
güneşli	adj	1.167
güneşlik	noun	0.256
güneşsel	adj	0.014
güneşsiz	adj	0.005
güneştop	noun	0.003
güney	noun	213.664
güneybatı	noun	6.04
güneydoğu	noun	55.794
güneyli	adj	0.261
güneysu	noun	1.001
güngör	noun	21.71
güngördü	noun	0.239
güngören	noun	8.027
güngörmez	adj	0.125
güngörmüş	noun	0.288
güngörmüşlük	noun	0.003
güngül	noun	0.005
günhan	noun	2.226
günışık	noun	2.076
günindi	noun	0.038
güniz	noun	1.97
günizi	noun	0.044
günkan	noun	0.011
günkaya	noun	0.011
günkut	noun	0.177
günle	verb	0.386
günlerce	adv	11.975
günlü	adj	0.498
günlük	adj	228.417
günlükçü	noun	0.005
günnar	noun	0.033
günnaz	noun	0.005
günnur	noun	0.267
günol	noun	0.005
günöte	noun	0.003
günöz	noun	0.215
günsar	noun	0.046
günsel	noun	0.501
günseli	noun	1.105
günser	noun	0.016
günseren	noun	0.003
günsu	noun	0.174
günşah	noun	0.003
günşen	noun	0.054
günşıray	noun	0.193
güntan	noun	0.141
güntekin	noun	2.471
günten	noun	0.003
güntöre	noun	0.003
güntülü	noun	0.014
güntürk	noun	0.068
güntürkün	noun	0.033
günü	noun	0.574
günübirliğine	adv	0.065
günübirlik	adj	2.819
günücü	adj	0.003
günvar	noun	0.024
günver	noun	0.122
günyeli	noun	0.686
günyıl	noun	0.022
günyol	noun	0.531
günyüz	noun	0.675
güpegündüz	adv	0.865
güpgüzel	adj	0.011
güpür	noun	0.106
gür	adj	16.205
gürak	noun	0.03
gürakan	noun	0.071
gürakın	noun	0.003
güral	noun	1.129
güran	noun	0.427
gürata	noun	0.054
güray	noun	3.124
gürbaş	noun	0.016
gürbay	noun	0.041
gürboğa	noun	0.027
gürbulak	noun	0.988
gürbüz	adj	8.699
gürcan	noun	4.778
gürcistan	noun	35.254
gürcü	noun	9.191
gürcüce	adj	0.204
gürçay	noun	1.159
gürdal	noun	1.616
güre	adj	1.409
gürek	noun	0.215
gürel	noun	21.729
güreli	noun	6.068
gürer	noun	2.441
güreş	noun	40.987
güreşçi	noun	3.265
gürgan	noun	0.307
gürgen	adj	1.031
gürgünlü	noun	0.011
gürgür	noun	0.307
gürhan	noun	2.884
gürkan	noun	12.32
gürle	verb	2.405
gürlek	noun	0.327
gürlük	noun	0.019
gürmen	noun	0.452
gürol	noun	4.495
gürpınar	noun	5.137
gürsel	noun	11.575
gürselin	noun	0.003
gürsen	noun	0.041
gürses	noun	13.561
gürsev	noun	0.065
gürsevil	noun	0.005
gürsoy	noun	18.222
gürsu	noun	1.129
gürşen	noun	0.079
gürten	noun	0.027
gürtuna	noun	15.128
güruh	noun	1.877
gürül	dup	2.405
gürülde	verb	0.052
gürültü	noun	39.444
gürültücü	adj	0.122
gürültülü	adj	0.06
gürültüsüz	adj	0.003
gürün	noun	2.06
gürüz	noun	4.051
güryüz	noun	0.865
gürz	noun	0.234
gürzap	noun	1.355
güt	verb	17
güve	noun	1.684
güveç	noun	2.511
güvelen	verb	0.003
güven	noun	290.768
güvenay	noun	0.003
güvence	noun	95.957
güvenceli	adj	0.008
güvenç	noun	5.613
güvener	noun	1.113
güvenilir	adj	13.278
güvenilirlik	noun	0.479
güvenirlik	noun	1.826
güvenli	adj	0.966
güvenlik	noun	617.174
güvenoy	noun	7.327
güvensiz	adj	0.735
güvensizce	adv	0.008
güvensizlik	noun	17.272
güvercin	noun	8.008
güvercinler	noun	1.581
güvercinlik	noun	0.188
güverte	noun	4.291
güveyfener	noun	0.003
güveyi	noun	0.144
güvez	noun	0.011
güya	adv	6.111
güz	noun	8.22
güzaf	noun	0.389
güzay	noun	0.003
güze	noun	12.415
güzel	adj	1014.591
güzelay	noun	0.016
güzelcan	noun	0.063
güzelce	adv	0.789
güzelgün	noun	0.011
güzelim	adj	14.012
güzelleme	noun	1.067
güzellik	noun	0.966
güzergah	noun	24.044
güzey	noun	0.25
güzide	adj	6.402
güzin	noun	4.299
güzle	verb	0.082
güzlek	noun	0.014
güzlük	noun	0.003
güzün	adv	0.201
ha	conj	43.928
hab	noun	0.185
habanera	noun	0.008
habaset	noun	0.079
habaş	noun	0.476
habbe	noun	0.4
haber	noun	957.38
haberci	noun	20.594
habercilik	noun	0.063
haberdar	adj	27.881
haberdarlık	noun	0.005
haberleş	verb	36.65
haberli	adj	0.049
haberlik	adj	0.014
habersiz	adj	0.405
habersizce	adv	0.019
habeş	noun	0.297
habeşi	noun	0.19
habeşistan	noun	0.571
habıtat	noun	0.073
habib	noun	3.423
habibe	noun	0.656
habil	noun	0.639
habip	adj	1.535
habis	adj	1.197
habislik	noun	0.008
habitat	noun	2.525
habitus	noun	0.035
habur	noun	5.567
hac	noun	15.808
hacaloğlu	noun	1.97
hacamat	noun	0.101
haccet	verb	0.114
hacer	noun	4.674
hacet	noun	2.103
hacettepe	noun	15.961
hacı	noun	40.745
hacıağa	noun	0.087
hacıbayram	noun	0.384
hacıbektaş	noun	1.692
hacıkadın	noun	0.084
hacıömeroğlu	noun	0.498
hacıyatmaz	noun	0.256
hacim	noun	82.464
hacimli	adj	0.044
hacimlice	adj	0.003
hacimsiz	adj	0.003
hacir	noun	0.093
hacivat	noun	3.706
haciz	noun	12.995
hacizli	adj	0.011
haczet	verb	2.751
haç	noun	8.571
haçla	verb	0.005
haçlı	adj	8.105
haçlılar	noun	0.495
haçvari	noun	0.014
had	noun	32.893
hadde	noun	0.476
haddeci	noun	0.027
haddecilik	noun	0.003
haddehane	noun	0.555
haddele	verb	0.465
haddizatında	adv	0.155
hademe	noun	0.857
hadep	noun	15.895
hadım	noun	1.118
hadımlık	noun	0.003
hadi	ınterj	71.921
hadim	adj	0.297
hadis	noun	11.447
hadisat	noun	0.103
hadise	noun	31.11
hadiseli	adj	0.003
hadisene	ınterj	0.033
hadiye	noun	0.386
hadra	noun	0.22
haf	noun	0.74
hafakan	noun	0.547
hafazanallah	ınterj	0.057
hafız	noun	7.401
hafıza	noun	34.147
hafızalı	adj	0.008
hafızali	noun	0.014
hafızla	verb	0.008
hafızlık	noun	0.038
hafi	adj	0.335
hafide	noun	0.003
hafif	adj	112.1
hafifçe	adv	2.762
hafifle	verb	21.362
hafifletici	adj	0.011
hafiflik	noun	0.128
hafifmeşrep	adj	0.422
hafifse	verb	0.196
hafiften	adv	1.875
hafik	noun	0.732
hafit	noun	0.035
hafiye	noun	1.067
hafiyelik	noun	0.022
hafize	noun	0.667
hafniyum	noun	0.014
hafriyat	noun	2.013
hafta	noun	953.954
haftalık	adj	31.731
hagi	noun	30.991
hah	ınterj	5.096
haham	noun	2.147
hahambaş	noun	0.746
hahambaşılık	noun	0.305
hahamhane	noun	0.008
hahamlık	noun	0.003
hahha	ınterj	0.016
hail	noun	0.22
haile	noun	0.307
hain	noun	26.24
haince	adj	0.58
hainlik	noun	0.593
haiz	adj	10.862
haje	noun	0.016
hak	noun	915.908
hak	noun	0.288
hak	noun	7.561
hakan	noun	166.642
hakanlık	noun	0.03
hakaret	noun	52.192
hakaretamiz	adj	0.346
hakas	noun	0.218
hakasça	adj	0.005
hakça	adv	2.375
hakçası	noun	0.139
hakem	noun	215.076
hakemli	adj	0.016
hakemlik	noun	0.359
hakeza	adv	0.356
haki	noun	1.132
hakikat	noun	15.661
hakikaten	adv	37.703
hakiki	adj	10.108
hakim	noun	0.016
hakimane	adv	0.011
hakime	noun	2.016
hakimiyet	noun	28.501
hakimlik	noun	1.028
hakir	adj	0.773
hakkak	noun	0.038
hakkaniyet	noun	5.221
hakkari	noun	20.959
hakket	verb	2.484
hakkı	noun	1.652
hakkıyla	adv	0.027
hakkinen	noun	2.974
hakko	noun	2.699
hakla	verb	0.609
haklı	adj	0.084
hakperest	adj	0.098
haksever	adj	15.74
haksızca	adj	0.003
hakşinas	adj	0.128
hakşinaslık	noun	0.008
haktan	noun	0.563
haktanır	adj	0.838
haktanırlık	noun	0.003
hakverdi	noun	0.098
hal	noun	1443.539
hal	noun	1.366
hal	noun	1.132
hal	noun	5.415
hala	adv	4.519
halaç	noun	0.487
halas	noun	0.204
halaskar	noun	0.049
halat	noun	6.152
halavet	noun	0.008
halay	noun	5.488
halayık	noun	0.101
halaza	noun	0.016
halazade	noun	0.005
halbuki	conj	45.961
haldır	dup	0.024
haldun	noun	11.338
hale	noun	2.881
halebi	noun	0.041
halef	noun	4.476
halel	noun	2.838
haleldar	adj	0.174
haleli	adj	0.005
halen	adv	153.786
halenur	noun	0.024
halep	noun	3.646
halet	noun	0.71
haletiruhiye	noun	0.226
halfa	noun	0.06
halhal	noun	0.163
halı	noun	26.493
halıcı	noun	5.183
halıcılık	noun	0.057
hali	adj	4.808
haliç	noun	10.157
halid	noun	4.903
halide	noun	1.352
halife	noun	7.85
halifelik	noun	0.212
halihazır	noun	13.373
halihazırda	adv	2.087
halik	noun	0.21
halil	noun	62.177
halile	noun	0.231
halilullah	noun	0.035
halim	noun	9.776
halime	noun	2.62
halis	noun	6.897
halisane	adv	0.239
halise	noun	0.128
halit	noun	23.307
halita	noun	0.068
haliyle	adv	0.103
halk	noun	819.886
halka	noun	32.952
halkacı	noun	0.073
halkala	verb	0.473
halkalı	noun	3.371
halkavi	adj	0.003
halkbank	noun	9.667
halkçı	noun	0.297
halkçılık	noun	0.019
halkev	noun	2.446
halkiyat	noun	0.024
halkoy	noun	2.748
hall	noun	4.827
hallaç	noun	1.314
hallaçlık	noun	0.003
hallen	verb	0.065
halleş	verb	0.161
hallet	verb	41.346
hallice	adj	0.375
hallihamur	noun	0.014
hallol	verb	3.594
halman	noun	1.246
halojen	noun	0.707
halt	noun	4.247
halter	noun	16.684
halterci	noun	1.921
halûk	noun	0.552
halüsinasyon	noun	1.178
halvet	noun	1.042
halvethane	noun	0.016
halveti	noun	0.454
ham	noun	34.925
hamail	adj	0.024
hamak	noun	0.971
hamakat	noun	0.046
hamal	noun	3.036
hamalbaş	noun	0.049
hamaliye	noun	0.068
hamallık	noun	0.09
hamam	noun	20.967
hamamcı	noun	0.528
hamarat	adj	0.656
hamaratlık	noun	0.014
hamas	noun	46.725
hamaset	noun	2.25
hamasi	adj	2.207
hamburg	noun	9.058
hamburger	noun	4.669
hamburgerci	noun	0.199
hamdi	noun	17.503
hamdiye	noun	0.302
hamdolsun	noun	0.833
hamdullah	noun	0.841
hamdüsena	noun	0.014
hamel	noun	0.212
hamhalat	adj	0.022
hamız	noun	0.027
hami	noun	9.398
hamide	noun	0.174
hamil	adj	5.17
hamile	adj	65.709
hamilelik	noun	2.261
hamilikart	noun	0.024
hamilton	noun	4.098
haminne	noun	0.12
hamis	noun	0.117
hamise	noun	0.011
hamiş	noun	0.37
hamit	noun	14.984
hamitoğulları	noun	0.109
hamiye	noun	0.112
hamiyet	noun	0.969
hamiyetli	adj	0.003
hamiyetperver	adj	0.049
hamla	verb	0.033
hamlacı	noun	0.014
hamlaç	noun	0.005
hamle	noun	34.441
hamlet	noun	1.711
hamlık	noun	0.03
hamra	noun	0.201
hamse	noun	0.101
hamsi	noun	7.964
hamsigiller	noun	0.005
hamsikuş	noun	0.008
hamsin	noun	0.359
hamt	noun	0.147
hamule	noun	0.128
hamur	noun	8.797
hamurcu	noun	0.158
hamurkar	noun	0.065
hamurla	verb	0.052
hamursuz	noun	0.008
hamurumsu	adj	0.008
hamut	noun	0.125
hamza	noun	14.091
hamzagil	noun	0.09
han	noun	28.267
hanay	noun	0.033
hanbeli	noun	0.09
hanbelilik	noun	0.003
hanbey	noun	0.003
